#ZVView-data-copy:  12-Mar-2026 01:30:19
#=======================================
#
#name:   CENDL-3.2: U-235(N,F)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  45407
#data...
#            X            Y
#          MeV        barns
    6.92838e-6      11.8762 
    6.93423e-6      12.6415 
    6.93814e-6      13.2139 
    6.94204e-6      13.8431 
    6.94672e-6      14.6827 
     6.9514e-6       15.627 
    6.95608e-6      16.6904 
    6.95959e-6      17.5755 
    6.96271e-6      18.4317 
    6.96661e-6      19.6019 
    6.97051e-6       20.893 
    6.97442e-6      22.3153 
    6.97779e-6      23.6596 
    6.98206e-6      25.5233 
    6.98633e-6      27.5792 
    6.99076e-6      29.9242 
    6.99509e-6      32.4363 
    6.99899e-6      34.8888 
    7.00289e-6       37.521 
    7.00679e-6      40.3301 
    7.01265e-6      44.8589 
     7.0185e-6      49.7269 
     7.0263e-6      56.6268 
    7.04191e-6      70.8904 
    7.04913e-6       77.124 
    7.05456e-6      81.3866 
     7.0587e-6      84.3184 
    7.06338e-6      87.2091 
    7.06753e-6      89.3421 
    7.07293e-6      91.4536 
    7.07735e-6      92.5722 
    7.08157e-6      93.0974 
    7.08373e-6      93.1588 
    7.08805e-6      92.8575 
    7.09309e-6      91.8022 
    7.09831e-6      89.9456 
    7.10317e-6      87.5719 
    7.10803e-6      84.6433 
    7.11289e-6      81.2385 
    7.11937e-6      76.1093 
    7.12622e-6      70.1859 
    7.14422e-6      53.8852 
    7.15142e-6      47.6948 
    7.15682e-6      43.3366 
    7.16222e-6      39.2713 
    7.16762e-6      35.5251 
    7.17122e-6      33.2114 
    7.17482e-6      31.0455 
    7.17843e-6      29.0259 
    7.18203e-6      27.1491 
    7.18563e-6      25.4105 
    7.18923e-6      23.8042 
    7.19283e-6      22.3237 
    7.19643e-6      20.9617 
    7.20003e-6      19.7107 
    7.20363e-6      18.5632 
    7.20723e-6      17.5114 
    7.21083e-6       16.548 
    7.21443e-6      15.6657 
    7.21803e-6      14.8578 
    7.22163e-6      14.1176 
    7.22658e-6      13.1995 
    7.23131e-6      12.4189 
    7.23604e-6      11.7203 
    7.24076e-6      11.0938 
    7.24549e-6      10.5308 
    7.25085e-6      9.95854 
    7.25528e-6      9.53323 
    7.26193e-6      8.96436 
    7.26857e-6      8.46654 
    7.27522e-6      8.02869 
    7.28187e-6      7.64171 
    7.28725e-6      7.36041 
    7.29358e-6      7.06133 
    7.30308e-6      6.66826 
    7.31259e-6      6.33101 
    7.32209e-6      6.03992 
    7.33159e-6      5.78739 
     7.3432e-6      5.52242 
    7.35587e-6      5.27878 
    7.36854e-6       5.0742 
    7.38121e-6      4.90208 
    7.39388e-6      4.75726 
    7.41077e-6      4.59974 
    7.42767e-6      4.47621 
    7.44456e-6      4.38104 
    7.46145e-6      4.30978 
    7.47834e-6      4.25865 
    7.50368e-6      4.21166 
    7.55436e-6      4.16114 
    7.57463e-6      4.11706 
    7.58815e-6      4.06403 
    7.60166e-6      3.98439 
    7.61348e-6      3.88892 
    7.62531e-6      3.76788 
    7.63798e-6      3.61116 
    7.64989e-6      3.44279 
    7.68359e-6      2.92686 
    7.69626e-6      2.75127 
    7.70639e-6      2.62985 
    7.71653e-6      2.52955 
    7.72329e-6      2.47556 
    7.73173e-6      2.42307 
    7.74018e-6      2.38711 
    7.74778e-6      2.36829 
    7.75538e-6      2.36145 
    7.76298e-6      2.36556 
    7.77058e-6      2.37944 
    7.78325e-6      2.42106 
    7.79592e-6      2.48119 
    7.81282e-6      2.58227 
    7.82971e-6      2.69976 
    7.85505e-6       2.8957 
    7.88039e-6      3.10824 
