#ZVView-data-copy:  12-Mar-2026 01:26:21
#=======================================
#
#name:   JEFF-4.0: U-235(N,F)
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  82122
#data...
#            X            Y
#          MeV        barns
    1.96486e-6      15.8228 
    1.96665e-6      15.9817 
    1.96844e-6      16.1521 
    1.97023e-6      16.3347 
    1.97202e-6      16.5302 
    1.97381e-6      16.7395 
     1.9756e-6       16.963 
    1.97739e-6      17.2014 
    1.97918e-6      17.4555 
    1.98129e-6      17.7766 
    1.98341e-6      18.1208 
    1.98552e-6      18.4886 
    1.98764e-6      18.8797 
    1.98975e-6      19.2943 
    1.99187e-6      19.7313 
    1.99398e-6      20.1897 
     1.9961e-6      20.6674 
          2e-6      21.5921 
     2.0037e-6      22.5037 
     2.0074e-6      23.4255 
     2.0111e-6      24.3297 
    2.01479e-6       25.183 
    2.01728e-6      25.7115 
    2.01977e-6      26.1904 
    2.02226e-6      26.6097 
    2.02475e-6      26.9599 
    2.02724e-6      27.2327 
    2.02972e-6      27.4209 
    2.03221e-6      27.5194 
     2.0347e-6      27.5251 
    2.03623e-6       27.482 
    2.03891e-6      27.3214 
    2.04159e-6      27.0558 
    2.04427e-6      26.6909 
    2.04695e-6      26.2354 
    2.04963e-6      25.6995 
    2.05231e-6      25.0956 
    2.05499e-6      24.4366 
    2.05767e-6      23.7365 
    2.06107e-6      22.8086 
    2.06448e-6      21.8629 
    2.07129e-6      20.0105 
    2.07492e-6      19.0857 
    2.07854e-6      18.2241 
    2.08036e-6      17.8197 
    2.08217e-6      17.4343 
    2.08398e-6      17.0679 
    2.08579e-6      16.7208 
    2.08746e-6      16.4193 
    2.08912e-6      16.1339 
    2.09078e-6       15.864 
    2.09244e-6      15.6094 
    2.09411e-6      15.3694 
    2.09577e-6      15.1437 
    2.09743e-6      14.9315 
    2.09909e-6      14.7322 
    2.10075e-6      14.5452 
    2.10242e-6      14.3699 
    2.10408e-6      14.2056 
    2.10574e-6      14.0515 
     2.1074e-6      13.9072 
    2.10906e-6       13.772 
    2.11073e-6      13.6452 
    2.11239e-6      13.5263 
     2.1142e-6       13.405 
    2.11601e-6      13.2918 
    2.11783e-6       13.186 
    2.11964e-6      13.0871 
    2.12146e-6      12.9945 
    2.12327e-6      12.9078 
    2.12508e-6      12.8264 
    2.12689e-6        12.75 
    2.13052e-6      12.6103 
    2.13415e-6      12.4861 
    2.13777e-6       12.375 
     2.1414e-6       12.275 
    2.14472e-6      12.1917 
    2.14805e-6      12.1155 
    2.15137e-6      12.0453 
     2.1547e-6      11.9804 
    2.15802e-6      11.9202 
    2.16134e-6      11.8642 
    2.16467e-6      11.8118 
    2.16799e-6      11.7627 
    2.17132e-6      11.7164 
    2.17464e-6      11.6727 
    2.18129e-6      11.5921 
    2.18794e-6      11.5191 
    2.19459e-6      11.4522 
    2.20063e-6      11.3958 
    2.20667e-6       11.343 
    2.21272e-6      11.2933 
    2.21876e-6       11.246 
    2.22481e-6       11.201 
    2.23085e-6       11.158 
    2.24294e-6      11.0765 
    2.25502e-6      11.0001 
    2.26711e-6      10.9275 
     2.2792e-6      10.8578 
    2.29129e-6      10.7903 
    2.30217e-6      10.7309 
    2.31305e-6      10.6724 
    2.33481e-6      10.5571 
    2.35656e-6      10.4424 
    2.37832e-6      10.3264 
    2.40008e-6      10.2075 
    2.42184e-6      10.0838 
     2.4436e-6      9.95334 
    2.46535e-6      9.81356 
    2.48228e-6      9.69657 
     2.4992e-6      9.57052 
    2.51612e-6      9.43344 
    2.53305e-6      9.28296 
    2.54997e-6      9.11634 
    2.56689e-6      8.93049 
    2.58382e-6      8.72206 
    2.60074e-6      8.48758 
     2.6135e-6      8.29163 
    2.62627e-6      8.07874 
    2.63903e-6       7.8503 
    2.65179e-6      7.61089 
    2.66456e-6      7.37048 
    2.67094e-6      7.25525 
    2.67732e-6      7.14758 
     2.6837e-6      7.05176 
    2.69009e-6      6.97308 
    2.69647e-6      6.91789 
    2.70285e-6      6.89353 
     2.7078e-6      6.90108 
    2.71275e-6       6.9362 
    2.71739e-6      6.99786 
    2.72203e-6      7.09079 
    2.72667e-6      7.21813 
    2.73131e-6      7.38266 
    2.73595e-6      7.58669 
    2.74059e-6      7.83171 
    2.74523e-6      8.11852 
    2.74987e-6      8.44673 
    2.75328e-6      8.71338 
    2.75669e-6      9.00068 
     2.7635e-6      9.63228 
    2.77031e-6      10.3284 
    2.77712e-6      11.0716 
    2.78394e-6      11.8425 
    2.79075e-6        12.62 
    2.79757e-6      13.3843 
    2.80438e-6       14.118 
     2.8112e-6      14.8069 
    2.81801e-6      15.4416 
    2.82483e-6      16.0165 
    2.83164e-6      16.5304 
    2.83917e-6      17.0298 
     2.8467e-6      17.4638 
    2.85422e-6      17.8414 
    2.86175e-6      18.1725 
    2.86927e-6      18.4675 
     2.8768e-6      18.7363 
    2.88433e-6      18.9879 
    2.89185e-6      19.2306 
    2.90135e-6      19.5351 
    2.91084e-6      19.8492 
    2.92034e-6      20.1839 
    2.92984e-6      20.5488 
    2.93933e-6      20.9532 
    2.94883e-6       21.406 
    2.95832e-6      21.9167 
    2.96782e-6      22.4952 
    2.97732e-6       23.153 
    2.98681e-6      23.9028 
    2.99156e-6      24.3167 
    2.99631e-6      24.7593 
    3.00106e-6      25.2328 
     3.0058e-6      25.7394 
    3.01055e-6      26.2817 
     3.0153e-6      26.8622 
    3.02005e-6      27.4837 
     3.0248e-6      28.1489 
    3.02954e-6      28.8608 
    3.03429e-6      29.6222 
    3.03904e-6      30.4358 
    3.04379e-6      31.3043 
      3.051e-6      32.7332 
    3.05821e-6      34.2992 
    3.06542e-6       36.003 
    3.07263e-6       37.839 
    3.07984e-6      39.7918 
    3.08705e-6      41.8342 
    3.09426e-6      43.9244 
    3.10147e-6      46.0047 
    3.10757e-6      47.7019 
    3.11366e-6      49.2888 
    3.11976e-6      50.7092 
    3.12585e-6      51.9051 
    3.13194e-6      52.8213 
    3.13804e-6      53.4086 
    3.14413e-6      53.6283 
    3.14718e-6      53.5923 
    3.15022e-6      53.4567 
    3.15388e-6      53.1622 
    3.15754e-6      52.7255 
    3.16074e-6      52.2298 
    3.16394e-6      51.6324 
    3.16714e-6      50.9387 
    3.17034e-6      50.1552 
    3.17673e-6      48.3487 
    3.18313e-6       46.282 
    3.18953e-6      44.0299 
    3.19593e-6        41.67 
    3.20873e-6      36.9081 
    3.21408e-6      34.9885 
    3.21944e-6      33.1511 
    3.22479e-6      31.4142 
    3.23015e-6      29.7905 
     3.2355e-6      28.2873 
    3.24085e-6      26.9078 
    3.24621e-6      25.6515 
    3.25156e-6      24.5152 
    3.25563e-6      23.7289 
     3.2597e-6      23.0062 
    3.26377e-6      22.3438 
    3.26784e-6      21.7387 
     3.2719e-6      21.1872 
    3.27597e-6      20.6864 
    3.28004e-6      20.2327 
    3.28411e-6      19.8233 
    3.29089e-6       19.231 
    3.29767e-6      18.7406 
    3.30444e-6      18.3409 
    3.31122e-6      18.0222 
      3.318e-6      17.7761 
    3.32478e-6      17.5957 
    3.33156e-6      17.4751 
    3.33834e-6      17.4097 
    3.34647e-6      17.3986 
    3.35461e-6      17.4567 
    3.36207e-6      17.5678 
    3.36952e-6      17.7329 
    3.37698e-6      17.9515 
    3.38444e-6      18.2241 
     3.3919e-6      18.5523 
    3.39935e-6      18.9385 
    3.40681e-6      19.3863 
    3.41427e-6      19.9004 
    3.42173e-6      20.4869 
    3.42918e-6      21.1531 
    3.43664e-6      21.9083 
     3.4441e-6      22.7638 
    3.44783e-6      23.2334 
    3.45155e-6      23.7334 
    3.45528e-6      24.2661 
    3.45901e-6      24.8337 
    3.46274e-6      25.4391 
    3.46647e-6      26.0849 
     3.4702e-6      26.7747 
    3.47393e-6      27.5115 
    3.47799e-6       28.374 
    3.48206e-6      29.3028 
    3.48613e-6      30.3038 
     3.4902e-6      31.3833 
    3.49426e-6       32.549 
    3.49833e-6      33.8078 
     3.5024e-6      35.1685 
    3.50647e-6      36.6388 
     3.5102e-6       38.091 
    3.51392e-6      39.6498 
    3.51765e-6      41.3218 
    3.52138e-6      43.1127 
    3.52511e-6       45.029 
    3.52884e-6      47.0748 
    3.53257e-6      49.2532 
     3.5363e-6      51.5647 
    3.54011e-6      54.0692 
    3.54393e-6      56.7078 
    3.54775e-6       59.472 
    3.55157e-6      62.3476 
    3.55539e-6      65.3178 
     3.5592e-6      68.3578 
    3.56684e-6      74.5212 
    3.57604e-6      81.7133 
    3.58065e-6      85.0117 
    3.58525e-6      87.9853 
    3.58985e-6      90.5367 
    3.59446e-6      92.5729 
    3.59906e-6      94.0103 
    3.60366e-6        94.78 
     3.6075e-6       94.875 
    3.61133e-6      94.4554 
    3.61439e-6      93.7471 
    3.61746e-6      92.7113 
    3.62148e-6       90.869 
     3.6255e-6      88.5099 
    3.62952e-6      85.6782 
    3.63354e-6      82.4316 
    3.63755e-6      78.8335 
    3.64157e-6      74.9564 
    3.64559e-6      70.8721 
    3.64961e-6      66.6561 
    3.65486e-6      61.0639 
    3.66012e-6      55.5101 
    3.66537e-6      50.1182 
    3.67062e-6       44.987 
    3.67387e-6      41.9742 
    3.67712e-6      39.1024 
    3.68037e-6      36.3787 
    3.68362e-6      33.8102 
    3.68687e-6      31.3976 
    3.69012e-6      29.1425 
    3.69338e-6      27.0412 
    3.69663e-6      25.0911 
    3.69869e-6      23.9256 
    3.70076e-6      22.8172 
    3.70283e-6      21.7642 
     3.7049e-6      20.7653 
    3.70697e-6      19.8174 
    3.70904e-6      18.9195 
    3.71111e-6      18.0686 
    3.71317e-6      17.2635 
    3.71642e-6      16.0845 
    3.71968e-6      15.0047 
    3.72293e-6      14.0162 
    3.72618e-6       13.112 
    3.72943e-6      12.2845 
    3.73268e-6      11.5278 
